"date","time","longitude","latitude"
"2016-09-16","01:02:34",-32.393242,-3.819677
"2016-09-16","01:02:47",-32.393265,-3.819694
"2016-09-16","01:03:02",-32.393265,-3.819694
"2016-09-16","01:03:17",-32.393375,-3.81969
"2016-09-16","01:03:33",-32.393375,-3.81969
"2016-09-16","01:03:47",-32.393375,-3.81969
"2016-09-16","01:04:02",-32.393318,-3.819714
"2016-09-16","01:04:17",-32.393318,-3.819714
"2016-09-16","01:04:33",-32.393337,-3.819671
"2016-09-16","01:04:48",-32.393307,-3.81967
"2016-09-16","01:05:03",-32.393318,-3.819682
"2016-09-16","01:05:18",-32.393291,-3.819702
"2016-09-16","01:05:33",-32.393291,-3.819702
"2016-09-16","01:05:48",-32.393322,-3.81969
"2016-09-16","01:06:03",-32.393353,-3.819667
"2016-09-16","01:06:17",-32.393353,-3.819667
"2016-09-16","01:06:33",-32.393375,-3.819713
"2016-09-16","01:06:47",-32.39336,-3.81976
"2016-09-16","01:07:03",-32.393356,-3.819731
"2016-09-16","01:07:18",-32.393372,-3.819719
"2016-09-16","01:07:33",-32.393425,-3.819738
"2016-09-16","01:07:48",-32.393452,-3.819737
"2016-09-16","01:08:03",-32.39344,-3.819734
"2016-09-16","01:08:17",-32.393307,-3.819702
"2016-09-16","01:08:33",-32.393299,-3.819695
"2016-09-16","01:08:48",-32.393322,-3.819707
"2016-09-16","01:09:02",-32.393318,-3.819703
"2016-09-16","01:09:17",-32.393379,-3.819711
"2016-09-16","01:09:32",-32.393375,-3.819709
"2016-09-16","01:09:48",-32.39333,-3.819686
"2016-09-16","01:10:02",-32.39333,-3.819686
"2016-09-16","01:10:18",-32.39333,-3.819686
"2016-09-16","01:10:33",-32.39336,-3.819702
"2016-09-16","01:10:48",-32.393372,-3.8197
"2016-09-16","01:11:03",-32.393372,-3.8197
"2016-09-16","01:11:17",-32.393349,-3.819701
"2016-09-16","01:11:33",-32.393349,-3.819701
"2016-09-16","01:11:48",-32.39341,-3.819696
"2016-09-16","01:12:03",-32.393478,-3.819677
"2016-09-16","01:12:18",-32.393414,-3.819669
"2016-09-16","01:12:33",-32.393379,-3.819681
"2016-09-16","01:12:48",-32.393322,-3.819662
"2016-09-16","01:13:03",-32.393322,-3.819662
"2016-09-16","01:13:17",-32.393322,-3.819662
"2016-09-16","01:13:33",-32.393333,-3.819653
"2016-09-16","01:13:48",-32.393318,-3.819659
"2016-09-16","01:14:03",-32.393318,-3.819659
"2016-09-16","01:14:17",-32.393284,-3.819675
"2016-09-16","01:14:33",-32.393307,-3.819659
"2016-09-16","01:14:47",-32.393314,-3.819658
"2016-09-16","01:15:02",-32.393314,-3.819658
"2016-09-16","01:15:18",-32.393314,-3.819658
"2016-09-16","01:15:33",-32.393299,-3.81969
"2016-09-16","01:15:47",-32.393307,-3.819688
"2016-09-16","01:16:02",-32.393307,-3.819688
"2016-09-16","01:16:17",-32.393307,-3.819688
"2016-09-16","01:16:32",-32.393307,-3.819688
"2016-09-16","01:16:47",-32.393307,-3.819688
"2016-09-16","01:17:02",-32.393307,-3.819688
"2016-09-16","01:17:18",-32.393322,-3.819703
"2016-09-16","01:17:32",-32.393314,-3.819698
"2016-09-16","01:17:48",-32.393314,-3.819698
"2016-09-16","01:18:03",-32.393272,-3.819706
"2016-09-16","01:18:18",-32.393272,-3.819706
"2016-09-16","01:18:32",-32.393253,-3.819702
"2016-09-16","01:18:48",-32.393253,-3.819702
"2016-09-16","01:19:03",-32.393337,-3.819695
"2016-09-16","01:19:17",-32.393337,-3.819696
"2016-09-16","01:19:32",-32.393337,-3.819696
"2016-09-16","01:19:47",-32.393303,-3.819697
"2016-09-16","01:20:02",-32.393291,-3.819688
"2016-09-16","01:20:17",-32.393314,-3.819692
"2016-09-16","01:20:32",-32.393356,-3.819688
"2016-09-16","01:20:47",-32.393345,-3.819685
"2016-09-16","01:21:02",-32.39325,-3.819699
"2016-09-16","01:21:17",-32.393253,-3.819697
"2016-09-16","01:21:32",-32.393253,-3.819697
"2016-09-16","01:21:47",-32.393246,-3.819655
"2016-09-16","01:22:02",-32.393288,-3.819662
"2016-09-16","01:22:17",-32.393288,-3.819662
"2016-09-16","01:22:32",-32.393303,-3.819685
