"date","time","longitude","latitude"
"2016-09-16","01:02:04",-32.393314,-3.819548
"2016-09-16","01:02:17",-32.393318,-3.819548
"2016-09-16","01:02:33",-32.393288,-3.819541
"2016-09-16","01:02:47",-32.393288,-3.819541
"2016-09-16","01:03:03",-32.393288,-3.819541
"2016-09-16","01:03:17",-32.393288,-3.819541
"2016-09-16","01:03:33",-32.393288,-3.819541
"2016-09-16","01:03:46",-32.393288,-3.819541
"2016-09-16","01:04:02",-32.393288,-3.819541
"2016-09-16","01:04:16",-32.393288,-3.819541
"2016-09-16","01:04:32",-32.393295,-3.819557
"2016-09-16","01:04:46",-32.393295,-3.819557
"2016-09-16","01:05:02",-32.393295,-3.819557
"2016-09-16","01:05:16",-32.393295,-3.819557
"2016-09-16","01:05:32",-32.393295,-3.819557
"2016-09-16","01:05:46",-32.393295,-3.819557
"2016-09-16","01:06:02",-32.393295,-3.819557
"2016-09-16","01:06:16",-32.393295,-3.819557
"2016-09-16","01:06:32",-32.393295,-3.819557
"2016-09-16","01:06:47",-32.393326,-3.819561
"2016-09-16","01:07:02",-32.393326,-3.819561
"2016-09-16","01:07:16",-32.393326,-3.819561
"2016-09-16","01:07:32",-32.393326,-3.819561
"2016-09-16","01:07:46",-32.393326,-3.819561
"2016-09-16","01:08:02",-32.393333,-3.819541
"2016-09-16","01:08:16",-32.393333,-3.819541
"2016-09-16","01:08:32",-32.393333,-3.819541
"2016-09-16","01:08:46",-32.393333,-3.819541
"2016-09-16","01:09:02",-32.393333,-3.819541
"2016-09-16","01:09:16",-32.393333,-3.819541
"2016-09-16","01:09:32",-32.393333,-3.819541
"2016-09-16","01:09:46",-32.393333,-3.819541
"2016-09-16","01:10:02",-32.393333,-3.819541
"2016-09-16","01:10:16",-32.393333,-3.819541
"2016-09-16","01:10:32",-32.393333,-3.819541
"2016-09-16","01:10:47",-32.393337,-3.819582
"2016-09-16","01:11:02",-32.393337,-3.819582
"2016-09-16","01:11:17",-32.393322,-3.819552
"2016-09-16","01:11:32",-32.393322,-3.819552
"2016-09-16","01:11:46",-32.393322,-3.819552
