"date","time","longitude","latitude"
"2016-09-16","01:01:57",-32.392742,-3.819748
"2016-09-16","01:02:12",-32.393375,-3.819745
"2016-09-16","01:02:26",-32.39336,-3.819734
"2016-09-16","01:02:41",-32.393356,-3.819736
"2016-09-16","01:02:56",-32.393375,-3.819772
"2016-09-16","01:03:12",-32.393375,-3.819772
"2016-09-16","01:03:27",-32.393394,-3.819752
"2016-09-16","01:03:42",-32.393394,-3.819752
"2016-09-16","01:03:57",-32.393394,-3.819752
"2016-09-16","01:04:12",-32.393394,-3.819752
"2016-09-16","01:04:27",-32.393394,-3.819752
"2016-09-16","01:04:42",-32.393383,-3.81978
"2016-09-16","01:04:57",-32.393383,-3.81978
"2016-09-16","01:05:12",-32.393383,-3.81978
"2016-09-16","01:05:27",-32.393387,-3.819781
"2016-09-16","01:05:42",-32.393391,-3.819781
"2016-09-16","01:05:57",-32.393387,-3.819786
"2016-09-16","01:06:12",-32.393387,-3.819786
"2016-09-16","01:06:27",-32.393387,-3.819786
"2016-09-16","01:06:42",-32.393322,-3.820035
"2016-09-16","01:06:57",-32.393459,-3.819751
"2016-09-16","01:07:12",-32.393444,-3.819741
"2016-09-16","01:07:27",-32.393444,-3.819741
"2016-09-16","01:07:42",-32.393444,-3.819741
"2016-09-16","01:07:57",-32.393265,-3.81987
"2016-09-16","01:08:11",-32.393513,-3.819775
"2016-09-16","01:08:27",-32.393452,-3.819773
"2016-09-16","01:08:41",-32.393452,-3.819773
"2016-09-16","01:08:56",-32.393452,-3.819773
"2016-09-16","01:09:12",-32.393452,-3.819773
"2016-09-16","01:09:27",-32.393452,-3.819773
"2016-09-16","01:09:42",-32.393452,-3.819773
"2016-09-16","01:09:57",-32.393452,-3.819773
"2016-09-16","01:10:11",-32.393452,-3.819773
"2016-09-16","01:10:27",-32.393452,-3.819773
"2016-09-16","01:10:42",-32.393452,-3.819773
"2016-09-16","01:10:56",-32.393452,-3.819773
"2016-09-16","01:11:12",-32.393452,-3.819773
"2016-09-16","01:11:27",-32.393452,-3.819773
"2016-09-16","01:11:41",-32.393452,-3.819773
"2016-09-16","01:11:56",-32.393452,-3.819773
"2016-09-16","01:12:11",-32.393452,-3.819773
"2016-09-16","01:12:26",-32.393452,-3.819773
"2016-09-16","01:12:41",-32.393452,-3.819773
"2016-09-16","01:12:56",-32.393452,-3.819773
"2016-09-16","01:13:11",-32.393452,-3.819773
"2016-09-16","01:13:26",-32.393452,-3.819773
"2016-09-16","01:13:42",-32.393452,-3.819773
"2016-09-16","01:13:56",-32.393452,-3.819773
"2016-09-16","01:14:12",-32.393452,-3.819773
"2016-09-16","01:14:27",-32.393452,-3.819773
"2016-09-16","01:14:42",-32.393452,-3.819773
"2016-09-16","01:14:57",-32.393452,-3.819773
"2016-09-16","01:15:12",-32.393452,-3.819773
"2016-09-16","01:15:27",-32.393452,-3.819773
"2016-09-16","01:15:41",-32.393452,-3.819773
"2016-09-16","01:15:56",-32.393452,-3.819773
"2016-09-16","01:16:11",-32.393452,-3.819773
"2016-09-16","01:16:26",-32.393452,-3.819773
"2016-09-16","01:16:41",-32.393452,-3.819773
"2016-09-16","01:16:56",-32.393452,-3.819773
"2016-09-16","01:17:12",-32.393452,-3.819773
"2016-09-16","01:17:27",-32.393452,-3.819773
"2016-09-16","01:17:41",-32.393452,-3.819773
"2016-09-16","01:17:57",-32.393452,-3.819773
"2016-09-16","01:18:11",-32.393452,-3.819773
"2016-09-16","01:18:27",-32.393452,-3.819773
"2016-09-16","01:18:42",-32.393452,-3.819773
"2016-09-16","01:18:57",-32.393452,-3.819773
"2016-09-16","01:19:11",-32.393452,-3.819773
"2016-09-16","01:19:27",-32.393452,-3.819773
"2016-09-16","01:19:42",-32.393452,-3.819773
"2016-09-16","01:19:56",-32.393452,-3.819773
"2016-09-16","01:20:12",-32.393452,-3.819773
"2016-09-16","01:20:27",-32.393452,-3.819773
"2016-09-16","01:20:41",-32.393452,-3.819773
"2016-09-16","01:20:57",-32.393452,-3.819773
"2016-09-16","01:21:11",-32.393452,-3.819773
"2016-09-16","01:21:26",-32.393452,-3.819773
"2016-09-16","01:21:42",-32.393452,-3.819773
"2016-09-16","01:21:56",-32.393452,-3.819773
"2016-09-16","01:22:12",-32.393452,-3.819773
"2016-09-16","01:22:27",-32.393452,-3.819773
"2016-09-16","01:22:41",-32.393452,-3.819773
"2016-09-16","01:22:56",-32.393452,-3.819773
"2016-09-16","01:23:11",-32.393452,-3.819773
"2016-09-16","01:23:27",-32.393452,-3.819773
"2016-09-16","01:23:42",-32.393452,-3.819773
"2016-09-16","01:23:56",-32.393452,-3.819773
"2016-09-16","01:24:12",-32.393452,-3.819773
"2016-09-16","01:24:26",-32.393452,-3.819773
"2016-09-16","01:24:42",-32.393452,-3.819773
"2016-09-16","01:24:56",-32.393452,-3.819773
"2016-09-16","01:25:11",-32.393452,-3.819773
"2016-09-16","01:25:27",-32.393452,-3.819773
"2016-09-16","01:25:41",-32.393452,-3.819773
"2016-09-16","01:25:56",-32.393452,-3.819773
"2016-09-16","01:26:11",-32.393452,-3.819773
"2016-09-16","01:26:26",-32.393452,-3.819773
"2016-09-16","01:26:41",-32.393452,-3.819773
"2016-09-16","01:26:56",-32.393452,-3.819773
"2016-09-16","01:27:11",-32.393452,-3.819773
"2016-09-16","01:27:26",-32.393452,-3.819773
"2016-09-16","01:27:41",-32.393452,-3.819773
"2016-09-16","01:27:56",-32.393452,-3.819773
"2016-09-16","01:28:11",-32.393452,-3.819773
"2016-09-16","01:28:26",-32.393452,-3.819773
"2016-09-16","01:28:42",-32.393452,-3.819773
"2016-09-16","01:28:56",-32.393452,-3.819773
"2016-09-16","01:29:11",-32.393452,-3.819773
"2016-09-16","01:29:26",-32.393452,-3.819773
"2016-09-16","01:29:41",-32.393452,-3.819773
"2016-09-16","01:29:56",-32.393452,-3.819773
"2016-09-16","01:30:11",-32.393452,-3.819773
"2016-09-16","01:30:26",-32.393452,-3.819773
"2016-09-16","01:30:41",-32.393452,-3.819773
"2016-09-16","01:30:56",-32.393452,-3.819773
"2016-09-16","01:31:11",-32.393452,-3.819773
"2016-09-16","01:31:26",-32.393452,-3.819773
"2016-09-16","01:31:41",-32.393452,-3.819773
"2016-09-16","01:31:56",-32.393452,-3.819773
"2016-09-16","01:32:11",-32.393452,-3.819773
"2016-09-16","01:32:26",-32.393452,-3.819773
"2016-09-16","01:32:42",-32.393452,-3.819773
"2016-09-16","01:32:57",-32.393452,-3.819773
"2016-09-16","01:33:11",-32.393452,-3.819773
"2016-09-16","01:33:27",-32.393452,-3.819773
"2016-09-16","01:33:42",-32.393452,-3.819773
"2016-09-16","01:33:56",-32.393452,-3.819773
"2016-09-16","01:34:12",-32.393452,-3.819773
"2016-09-16","01:34:27",-32.393452,-3.819773
"2016-09-16","01:34:42",-32.393452,-3.819773
"2016-09-16","01:34:56",-32.393452,-3.819773
"2016-09-16","01:35:11",-32.393452,-3.819773
"2016-09-16","01:35:26",-32.393452,-3.819773
"2016-09-16","01:35:41",-32.393452,-3.819773
"2016-09-16","01:35:57",-32.393452,-3.819773
"2016-09-16","01:36:12",-32.393452,-3.819773
"2016-09-16","01:36:26",-32.393452,-3.819773
"2016-09-16","01:36:41",-32.393452,-3.819773
"2016-09-16","01:36:56",-32.393452,-3.819773
"2016-09-16","01:37:11",-32.393452,-3.819773
"2016-09-16","01:37:26",-32.393452,-3.819773
"2016-09-16","01:37:41",-32.393452,-3.819773
"2016-09-16","01:37:56",-32.393452,-3.819773
"2016-09-16","01:38:11",-32.393452,-3.819773
"2016-09-16","01:38:26",-32.393452,-3.819773
"2016-09-16","01:38:41",-32.393452,-3.819773
"2016-09-16","01:38:56",-32.393452,-3.819773
"2016-09-16","01:39:12",-32.393452,-3.819773
"2016-09-16","01:39:26",-32.393452,-3.819773
"2016-09-16","01:39:42",-32.393452,-3.819773
"2016-09-16","01:39:56",-32.393452,-3.819773
"2016-09-16","01:40:12",-32.393452,-3.819773
"2016-09-16","01:40:27",-32.393452,-3.819773
"2016-09-16","01:40:42",-32.393452,-3.819773
"2016-09-16","01:40:57",-32.393452,-3.819773
"2016-09-16","01:41:11",-32.393452,-3.819773
"2016-09-16","01:41:26",-32.393452,-3.819773
"2016-09-16","01:41:41",-32.393452,-3.819773
"2016-09-16","01:41:56",-32.393452,-3.819773
"2016-09-16","01:42:11",-32.393452,-3.819773
"2016-09-16","01:42:26",-32.393452,-3.819773
"2016-09-16","01:42:41",-32.393452,-3.819773
