"date","time","longitude","latitude"
"2022-03-27","08:26:03",-41.69178,-22.401773
"2022-03-27","08:26:16",-41.691814,-22.40177
"2022-03-27","08:26:29",-41.691776,-22.401781
"2022-03-27","08:26:56",-41.691734,-22.401781
"2022-03-27","08:27:09",-41.691711,-22.401787
"2022-03-27","08:27:22",-41.691723,-22.401779
"2022-03-27","08:27:36",-41.69173,-22.401766
"2022-03-27","08:27:51",-41.691738,-22.401775
"2022-03-27","08:28:04",-41.691742,-22.401773
"2022-03-27","08:28:17",-41.691708,-22.401779
"2022-03-27","08:28:33",-41.691692,-22.401773
"2022-03-27","08:28:46",-41.691757,-22.401791
"2022-03-27","08:29:00",-41.691715,-22.401796
"2022-03-27","08:29:28",-41.691807,-22.401735
"2022-03-27","08:29:41",-41.691727,-22.401802
"2022-03-27","08:29:54",-41.691757,-22.401773
"2022-03-27","08:30:07",-41.691776,-22.401772
"2022-03-27","08:30:20",-41.691742,-22.401758
"2022-03-27","08:30:33",-41.691753,-22.401787
"2022-03-27","08:30:46",-41.691776,-22.401812
"2022-03-27","08:30:59",-41.691727,-22.40176
"2022-03-27","08:31:13",-41.691765,-22.401794
"2022-03-27","08:31:26",-41.691757,-22.40176
"2022-03-27","08:31:39",-41.691776,-22.401777
"2022-03-27","08:31:52",-41.69175,-22.401804
"2022-03-27","08:32:06",-41.691742,-22.401781
"2022-03-27","08:32:21",-41.69178,-22.401783
"2022-03-27","08:32:40",-41.691727,-22.401794
"2022-03-27","08:33:01",-41.691746,-22.4018
"2022-03-27","08:33:18",-41.691685,-22.401821
"2022-03-27","08:33:36",-41.691692,-22.401676
"2022-03-27","08:33:57",-41.691662,-22.401613
"2022-03-27","08:34:15",-41.691723,-22.401745
"2022-03-27","08:34:46",-41.691696,-22.401712
"2022-03-27","08:35:07",-41.691727,-22.401756
"2022-03-27","08:35:25",-41.691772,-22.401743
"2022-03-27","08:35:40",-41.691788,-22.401716
"2022-03-27","08:36:00",-41.691772,-22.401764
"2022-03-27","08:36:16",-41.691788,-22.401751
"2022-03-27","08:36:30",-41.691792,-22.401745
"2022-03-27","08:36:43",-41.691784,-22.401768
"2022-03-27","08:36:56",-41.691742,-22.40176
"2022-03-27","08:37:10",-41.691765,-22.401724
"2022-03-27","08:37:23",-41.691734,-22.401728
"2022-03-27","08:37:36",-41.691746,-22.401682
"2022-03-27","08:37:49",-41.691803,-22.401699
"2022-03-27","08:38:02",-41.691792,-22.401678
"2022-03-27","08:38:15",-41.691814,-22.401686
"2022-03-27","08:38:28",-41.691799,-22.401695
"2022-03-27","08:38:41",-41.69178,-22.401676
"2022-03-27","08:38:54",-41.691849,-22.401688
"2022-03-27","08:39:07",-41.691795,-22.401665
"2022-03-27","08:39:20",-41.691772,-22.401669
"2022-03-27","08:39:33",-41.691792,-22.401697
"2022-03-27","08:39:47",-41.691803,-22.401686
"2022-03-27","08:40:00",-41.69178,-22.401686
"2022-03-27","08:40:13",-41.691833,-22.401686
"2022-03-27","08:40:27",-41.691784,-22.401703
"2022-03-27","08:40:40",-41.691795,-22.401684
"2022-03-27","08:40:54",-41.69178,-22.40167
"2022-03-27","08:41:08",-41.691792,-22.401663
"2022-03-27","08:41:21",-41.691772,-22.401693
"2022-03-27","08:41:35",-41.691772,-22.401695
"2022-03-27","08:41:49",-41.691776,-22.401691
"2022-03-27","08:42:03",-41.691776,-22.401688
"2022-03-27","08:42:16",-41.691769,-22.401699
"2022-03-27","08:42:30",-41.691792,-22.40168
"2022-03-27","08:42:43",-41.691807,-22.401705
"2022-03-27","08:42:57",-41.69178,-22.401667
"2022-03-27","08:43:11",-41.691792,-22.401709
"2022-03-27","08:43:24",-41.691818,-22.401701
"2022-03-27","08:43:37",-41.691784,-22.401682
"2022-03-27","08:43:51",-41.691784,-22.401674
"2022-03-27","08:44:05",-41.691803,-22.40167
"2022-03-27","08:44:18",-41.691792,-22.401697
"2022-03-27","08:44:32",-41.691784,-22.40168
"2022-03-27","08:44:45",-41.691784,-22.401691
"2022-03-27","08:44:58",-41.691765,-22.401705
"2022-03-27","08:45:12",-41.691799,-22.401682
"2022-03-27","08:45:26",-41.691753,-22.401695
"2022-03-27","08:45:39",-41.691784,-22.401697
"2022-03-27","08:45:53",-41.691803,-22.401697
"2022-03-27","08:46:06",-41.691803,-22.401693
"2022-03-27","08:46:21",-41.691788,-22.401714
"2022-03-27","08:46:35",-41.691761,-22.401707
"2022-03-27","08:46:49",-41.691814,-22.401646
"2022-03-27","08:47:03",-41.691841,-22.401695
"2022-03-27","08:47:16",-41.691818,-22.401701
"2022-03-27","08:47:29",-41.691788,-22.401691
"2022-03-27","08:47:42",-41.691799,-22.401684
"2022-03-27","08:47:55",-41.691765,-22.401699
"2022-03-27","08:48:08",-41.691788,-22.401693
"2022-03-27","08:48:21",-41.691822,-22.401711
"2022-03-27","08:48:34",-41.691776,-22.401693
"2022-03-27","08:48:47",-41.691761,-22.401699
"2022-03-27","08:49:00",-41.691811,-22.401684
"2022-03-27","08:49:13",-41.69183,-22.401691
"2022-03-27","08:49:26",-41.69183,-22.401697
"2022-03-27","08:49:39",-41.691811,-22.401695
"2022-03-27","08:49:52",-41.691868,-22.401693
"2022-03-27","08:50:06",-41.691826,-22.401669
"2022-03-27","08:50:20",-41.69178,-22.401691
"2022-03-27","08:50:34",-41.69183,-22.401688
"2022-03-27","08:50:47",-41.691814,-22.401695
"2022-03-27","08:51:00",-41.691799,-22.401699
"2022-03-27","08:51:13",-41.691822,-22.401674
